key_id,Job Number,Bin,ProfessionalCertificate,Filing Status,SignoffDate,House Number,Street Name,Community Board,Borough,Longitude,Latitude,Work Type Name,Filing Date,CPE Assigned Date,CPE Action Date,PE Assigned Date,First Objection Date,Latest Objections Date,Latest Resubmit Date,Plan Approved Date,Latest Permit Issued Date,Latest Permit Signed Off Date,Procert QA Supervisior Assigned Date,Procert QA Clerk Assigned Date,QA Failed Date,Job Type,Job Description
Q00063306-I1_Fence,Q00063306-I1,4438369,Yes,Permit Entire,,242-02,61 AVENUE,411,QUEENS,-73.73856,40.75455,Fence,7/19/2018,,,,,,,7/19/2018,8/17/2018,,7/19/2018,7/19/2018,,A2,"Installation of temporary construction fence per plan submitted. Work shall comply with 2014 building codes chapter 33. No change in use, egress and/or occupancy with this application."
Q00024011-I1_Sign,Q00024011-I1,4438373,Yes,Permit Entire,,59-25,LITTLE NECK PARKWAY,411,QUEENS,-73.72229,40.76046,Sign,5/7/2018,,,,,,,5/8/2018,5/8/2018,,5/7/2018,5/7/2018,,A2,"Erect non-illuminated accessory business sign on wall.  Not within view of arterial highway or public park 1/2 acre.  No change in use, egress, or occupancy"
Q00000559-I1_Antenna,Q00000559-I1,4438379,No,Permit Entire,,245-30,GRAND CENTRAL PARKWAY,413,QUEENS,-73.72649,40.75067,Antenna,4/9/2018,4/9/2018,4/9/2018,4/9/2018,4/9/2018,6/7/2018,7/11/2018,7/12/2018,7/12/2018,,,,,A2,"INSTALLATION OF VERIZON EQUIPMENT PLATFORM WITH RELATED EQUIPMENT, ANTENNA SECTORS, AND GPS ANTENNAS ON ROOF.  ALL IN CONFORMANCE WITH TPPN 5/98.  NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
Q00040892-I1_Sign,Q00040892-I1,4438469,Yes,Permit Entire,,77-08,101 AVENUE,409,QUEENS,-73.86026,40.67994,Sign,5/8/2018,,,,,,,5/9/2018,8/28/2018,,5/8/2018,5/8/2018,,A2,"ILLUMINATED BUSINESS ACCESSORY WALL SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY"
Q00057414-I1_Side_Walk_Shed,Q00057414-I1,4438667,Yes,Permit Entire,,150-03,JAMAICA AVENUE,412,QUEENS,-73.804,40.70369,Side Walk Shed,6/28/2018,,,,,,,6/29/2018,8/13/2018,,6/28/2018,6/28/2018,,A2,"INSTALLATION OF A HEAVY DUTY SIDEWALK SHED APPROXIMATELY 115' LONG AS PER PLANS DURING GENERAL CONSTRUCTION WORK. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SIDEWALK SHED TO COMPLY WITH CHAPTER 33 OF NYC BUILDING CODE OF 2014."
Q00050105-I1_Antenna,Q00050105-I1,4438776,No,Objections,,170-01,DOUGLAS AVENUE,412,QUEENS,-73.78824,40.70456,Antenna,9/5/2018,9/5/2018,9/6/2018,9/6/2018,9/6/2018,9/6/2018,,,,,,,,A2,"Modification of an existing antenna site. Replace (2) existing antennas and relocate (1) existing antenna on the roof. All work is in conformance with TPPN #5/98. No change in use, egress, or occupancy. CARRIER: T-MOBILE."
Q00000882-I1_Fence,Q00000882-I1,4438792,Yes,Approved,,108-40,DUNKIRK STREET,412,QUEENS,-73.7731,40.70152,Fence,10/19/2017,,,,,,,10/19/2017,,,10/19/2017,10/19/2017,10/19/2017,A2,"INSTALLATION OF TEMPORARY CONSTRUCTION FENCE TO SAFEGUARD PEDESTRIANS FROM FACADE DAMAGE DUE TO CAR IMPACTING EXTERIOR WALL. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
Q00002141-I1_Antenna,Q00002141-I1,4438800,No,Permit Entire,,183-16,JAMAICA AVENUE,412,QUEENS,-73.77638,40.70872,Antenna,12/12/2017,12/12/2017,12/13/2017,12/13/2017,,,,12/13/2017,1/9/2018,,,,,A2,"Replacement of existing telecommunication antennas with installation/replacement of RRH units on roof. Removal, installation and retrofit  of cabinets in the existing equipment platform on roof. All work in compliance with TPPN 5/98. No change to occupancy, use, or egress."
Q00023514-I1_Fence,Q00023514-I1,4438814,Yes,Permit Entire,,86-10,SPRINGFIELD BOULEVARD,413,QUEENS,-73.74707,40.73147,Fence,3/6/2018,,,,,,,3/6/2018,4/18/2018,,3/6/2018,3/6/2018,,A2,"INSTALLATION OF CONSTRUCTION FENCE AS PER PLANS FILED HEREWITH. FILED IN CONJUNCTION WITH ALT2 - 440462651."
Q00071183-I1_Fence,Q00071183-I1,4438869,No,Permit Entire,,150-22,TAHOE STREET,410,QUEENS,-73.83819,40.66869,Fence,8/30/2018,8/30/2018,9/4/2018,9/4/2018,,,,9/5/2018,9/20/2018,,,,,A2,"TEMPORARY CONSTRUCTION FENCE"
Q00019558-I1_Antenna,Q00019558-I1,4438884,No,Permit Entire,,124-15,ROCKAWAY BOULEVARD,410,QUEENS,-73.81366,40.67572,Antenna,3/5/2018,3/5/2018,3/6/2018,3/6/2018,3/6/2018,3/6/2018,7/6/2018,7/11/2018,7/16/2018,,,,,A2,"AT&T - Replacement of existing telecommunication antennas with replacement of RRH units on roof. Removal and installation of cabinets in the existing equipment platform on roof. All work in compliance with TPPN 5/98. No change to occupancy, use, or egress."
Q00044783-I1_Sign,Q00044783-I1,4438969,Yes,Signed Off,7/27/2018,156-36,CROSS BAY BOULEVARD,410,QUEENS,-73.84144,40.66312,Sign,5/29/2018,,,,,,,6/4/2018,6/5/2018,,5/29/2018,5/29/2018,,A2,"INSTALL NON-ILLUMINATED SIGN ON WALL (STORE NAME: NY SUN CLUB; SIGN WORDING: NY SUN CLUB)"
Q00002550-I1_Fence,Q00002550-I1,4439095,Yes,Permit Entire,,8280,BROADWAY,404,QUEENS,-73.88117,40.74139,Fence,12/1/2017,,,,,,,2/2/2018,2/2/2018,,12/1/2017,12/1/2017,1/25/2018,A2,"Install new wood fence for existing restaurant. No change in use, egress or occupancy."
Q00004388-I1_Antenna,Q00004388-I1,4439186,No,Permit Entire,,38-51,VERNON BOULEVARD,401,QUEENS,-73.94474,40.75815,Antenna,12/29/2017,12/29/2017,1/2/2018,1/2/2018,1/2/2018,1/2/2018,1/18/2018,1/19/2018,3/21/2018,,,,,A2,"Replacement of existing telecommunications antennas with installation/replacement of RRH units on roof.  All work in compliance with TPPN 5/98.  No change to occupancy, use, or egress."
Q00019925-I1_Fence,Q00019925-I1,4439292,Yes,Permit Entire,,48-05,METROPOLITAN AVENUE,405,QUEENS,-73.9177,40.71437,Fence,2/27/2018,,,,,,,2/27/2018,2/27/2018,,2/27/2018,2/27/2018,,A2,"PLYWOOD FENCE  PROPOSED INSTALLATION OF PLYWOOD FENCE AS PER PLAN NO CHANGE IN USE, OCCUPANCY OF EGRESS UNDER THIS APPLICATION."
Q00046100-I1_Antenna,Q00046100-I1,4439440,No,Objections,,222-05,56 AVENUE,411,QUEENS,-73.75738,40.75563,Antenna,8/16/2018,8/16/2018,8/16/2018,8/16/2018,8/16/2018,9/27/2018,9/17/2018,,,,,,,A2,"NEW T-MOBILE ANTENNA SITE. INSTALLING NEW SECTORS OF ANTENNAS, ALONG WITH EXTERIOR CABINETS ON NEW STEEL PLATFORM ON THE ROOF. ALL IN CONFORMANCE WITH TPPN 5/98. NO CHANGE IN USE, EGRESS, OR OCCUPANCY."
Q00071915-I1_Sign,Q00071915-I1,4439472,Yes,Permit Entire,,211-15,26 AVENUE,407,QUEENS,-73.77877,40.77896,Sign,9/4/2018,,,,,,,9/4/2018,9/4/2018,,9/4/2018,9/4/2018,,A2,"REPLACE ILLUMINATED ENTRY SIGN INSIDE OF SHOPPING MALL ON BUILDING I-1, NO CHANGE TO USE, EGRESS OR OCCUPATION"
Q00019188-I1_Sign,Q00019188-I1,4439482,Yes,Signed Off,5/3/2018,61-42,188 STREET,408,QUEENS,-73.78713,40.73964,Sign,2/21/2018,,,,,,,2/22/2018,2/23/2018,,2/21/2018,2/22/2018,,A2,"ERECT AN ILLUMINATED SIGN ON WALL.NOT WITHIN VIEW OF ARTERIAL HIGHWAY OR PUBLIC PARK 1/2 ACRE OR MORE. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
Q00003001-I1_Sign,Q00003001-I1,4439602,Yes,Permit Entire,,75-25,31 AVENUE,403,QUEENS,-73.89185,40.7597,Sign,12/22/2017,,,,,,,12/22/2017,12/22/2017,,12/22/2017,12/22/2017,,A2,"INSTALLATION OF AN ILLUMINATED SIGN WORDING 'KW KELLER WILLIAMS REALTY'. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
Q00083078-I1_Side_Walk_Shed,Q00083078-I1,4439788,Yes,Pending Prof Cert QA Assignment,,99-15,ROCKAWAY BEACH BOULEVARD,414,QUEENS,-73.82045,40.58359,Side Walk Shed,9/27/2018,,,,,,,,,,9/27/2018,,,A2,"INSTALLATION OF TEMPORARY HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE.LIVE LOAD 300PSF."
Q00025537-I1_Sign,Q00025537-I1,4439862,Yes,Signed Off,8/6/2018,71-19,80 STREET,405,QUEENS,-73.86848,40.70835,Sign,4/9/2018,,,,,,,4/9/2018,4/11/2018,8/1/2018,4/9/2018,4/9/2018,,A2,"ILLUMINATED NON ADVERTISING ACCESSORY SIGN - INSIDE PROPERTY LINES. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
Q00036990-I1_Antenna,Q00036990-I1,4439898,No,Objections,,56-45,MAIN STREET,407,QUEENS,-73.82516,40.74718,Antenna,5/16/2018,5/16/2018,5/16/2018,5/16/2018,5/16/2018,5/17/2018,,,,,,,,A2,"AT&T - Replacement of existing antennas and RRH units on the roof. Installation of RRH units on the roof. Retrofit of existing cabinet in the equipment shelter on the roof. All work in compliance with TPPN 5/98. No change to occupancy, use or egress."
Q00060106-I1_Curb_Cut,Q00060106-I1,4440037,Yes,Permit Entire,,12-12,33 AVENUE,401,QUEENS,-73.93566,40.76562,Curb Cut,9/26/2018,,,,,,,9/27/2018,9/27/2018,,9/26/2018,9/26/2018,,A2,"Relocate & expand existing curb cut at 12th Street side of building - total curb cut distance 30'"
Q00081282-I1_Side_Walk_Shed,Q00081282-I1,4440103,Yes,OnHold-NoGoodCheck,,139-60,85 DRIVE,408,QUEENS,-73.81418,40.70873,Side Walk Shed,9/21/2018,,,,,,,9/21/2018,9/21/2018,,9/21/2018,9/21/2018,,A2,"INSTALLATION OF A HEAVY DUTY SIDEWALK SHED APPROXIMATELY 260' AS PER PLANS IN CONJUNCTION WITH FACADE REPAIRS. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SIDEWALK SHED SHALL COMPLY WITH 2014 NYC BUILDING CODE, CHAPTER 33."
Q00076805-I1_Scaffold,Q00076805-I1,4440168,Yes,Permit Entire,,143-18,LIBERTY AVENUE,412,QUEENS,-73.80888,40.69225,Scaffold,9/5/2018,,,,,,,9/6/2018,9/6/2018,,9/5/2018,9/6/2018,,A2,"ALTERATION TYPE 3 - CONSTRUCTION EQUIPMENT - SCAFFOLD PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR NEW BUILDING AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION"
Q00002147-I1_Antenna,Q00002147-I1,4440271,No,Permit Entire,,92-13,183 STREET,412,QUEENS,-73.77659,40.70846,Antenna,12/12/2017,12/12/2017,12/13/2017,12/13/2017,12/13/2017,3/16/2018,3/22/2018,3/23/2018,3/23/2018,,,,,A2,"Replacement of existing telecommunications antennas with installation/replacement of RRH units on roof. All work in compliance with TPPN 5/98. No change to occupancy, use, or egress."
Q00079825-I1_Side_Walk_Shed,Q00079825-I1,4440741,Yes,Permit Entire,,139-76,85 DRIVE,408,QUEENS,-73.81418,40.70873,Side Walk Shed,9/17/2018,,,,,,,9/17/2018,9/17/2018,,9/17/2018,9/17/2018,,A2,"INSTALLATION OF A HEAVY DUTY SIDEWALK SHED APPROXIMATELY 542' LONG AS PER PLANS DURING FACADE REPAIRS. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SIDEWALK SHED TO COMPLY WITH CHAPTER 33 OF NYC BUILDING CODE OF 2014."
Q00015343-I1_Antenna,Q00015343-I1,4440805,No,Objections,,20-08,SEAGIRT BOULEVARD,414,QUEENS,-73.7551,40.59575,Antenna,5/21/2018,5/21/2018,5/22/2018,5/22/2018,5/22/2018,5/22/2018,,,,,,,,A2,"AT&T / Replacement of existing telecommunications antenna with replacement of existing RRH units on roof.  All work in compliance with TPPN 5/98.  No change to occupancy, use, or egress."
Q00015336-I1_Antenna,Q00015336-I1,4440806,No,Objections,,20-10,SEAGIRT BOULEVARD,414,QUEENS,-73.7551,40.59575,Antenna,5/21/2018,5/21/2018,5/22/2018,5/22/2018,5/22/2018,5/22/2018,,,,,,,,A2,"AT&T/Replacement of existing telecommunications antenna with replacement of existing RRH units on roof.  All work in compliance with TPPN 5/98.  No change to occupancy, use, or egress."
Q00030941-I1_Sign,Q00030941-I1,4440956,Yes,Permit Entire,,256-11,UNION TURNPIKE,413,QUEENS,-73.71422,40.74671,Sign,5/16/2018,,,,,,,5/16/2018,5/17/2018,,5/16/2018,5/16/2018,,A2,"ERECT 2 ILLUMINATED ACCESSORY BUSINESS WALL SIGNS FOR NORTHWELL HEATH AS PER PLANS FILED HEREWITH.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.  NOT WITHIN VIEW OF ARTERIAL HIGHWAY OR PUBLIC PARK 1/2 ACRE OR MORE."
Q00030480-I1_Curb_Cut,Q00030480-I1,4440990,No,Permit Entire,,136-21,HILLSIDE AVENUE,409,QUEENS,-73.81785,40.70425,Curb Cut,3/27/2018,3/27/2018,3/28/2018,3/28/2018,3/28/2018,4/9/2018,4/19/2018,4/24/2018,6/7/2018,,,,,A2,"Curb cut filed in conjunction with NB#420663231"
Q00039578-I1_Scaffold,Q00039578-I1,4441109,Yes,Permit Entire,,24-02,19 STREET,401,QUEENS,-73.92321,40.77887,Scaffold,5/2/2018,,,,,,,5/2/2018,5/2/2018,,5/2/2018,5/2/2018,,A2,"INSTALLATION OF SCAFFOLD AS PER DRAWINGS. SCAFFOLD SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
Q00031927-I1_Sign,Q00031927-I1,4441117,Yes,Signed Off,6/11/2018,100-24,NORTHERN BOULEVARD,403,QUEENS,-73.86757,40.75713,Sign,4/6/2018,,,,,,,4/6/2018,4/6/2018,6/8/2018,4/6/2018,4/6/2018,,A2,"INSTALLATION OF AN ILLUMINATED CHANNEL LETTER SIGN WORDING 'LIQUOR STORE' ON 101 STREET. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
Q00058193-I1_Fence,Q00058193-I1,4441503,Yes,Approved,,103-10,104 STREET,410,QUEENS,-73.8384,40.68389,Fence,7/8/2018,,,,,,,7/9/2018,,,7/8/2018,7/9/2018,,A2,"APPLICATION IS FILED FOR INSTALLATION OF 8' HIGH TEMPORARY CONSTRUCTION FENCE"
Q00050121-I1_Antenna,Q00050121-I1,4441707,No,Objections,,215-12,91 AVENUE,413,QUEENS,-73.74487,40.72273,Antenna,7/6/2018,7/6/2018,7/6/2018,7/6/2018,7/6/2018,7/6/2018,,,,,,,,A2,"Modification to existing antenna site. Relocate existing antenna sector on the roof. All work is in conformance with TPPN #5/98. No change in use, egress or occupancy. Carrier: T-Mobile."
Q00051130-I1_Antenna,Q00051130-I1,4441708,No,Objections,,215-18,91 AVENUE,413,QUEENS,-73.74487,40.72273,Antenna,7/6/2018,7/6/2018,7/6/2018,7/6/2018,7/6/2018,7/6/2018,,,,,,,,A2,"Modification of existing antenna site. Relocate (1) antenna sector on the roof. Instal1 a ladder from lower roof to upper roof. Install platform extension on the rooftop. All work is in conformance with TPPN #5/98. No change in use, egress or occupancy. Carrier: T-Mobile"
Q00013839-I1_Fence,Q00013839-I1,4441727,No,Permit Entire,,2890,REVIEW AVENUE,402,QUEENS,-73.94244,40.73808,Fence,2/20/2018,2/20/2018,2/21/2018,2/21/2018,,,,2/26/2018,3/15/2018,,,,,A2,"installation of construction fence"
Q00054819-I1_Sign,Q00054819-I1,4442231,Yes,Approved,,161-01,JAMAICA AVENUE,412,QUEENS,-73.79851,40.70452,Sign,8/19/2018,,,,,,,8/20/2018,,,8/19/2018,8/20/2018,,A2,"INSTALLATION OF LED EXTERIOR SIGN. NO CHANGE TO USE EGRESSOCCUPANCY. STRUCTURAL WORK FILED SEPARATELY"
Q00007205-I1_Fence,Q00007205-I1,4442250,Yes,Permit Entire,,92-29,168 STREET,412,QUEENS,-73.79167,40.70559,Fence,2/8/2018,,,,,,,2/9/2018,8/8/2018,,2/8/2018,2/8/2018,,A2,"Installation of construction fence as per plans filed herewith. Filed in conjunction with DM-421481550."
Q00062272-I1_Scaffold,Q00062272-I1,4442265,Yes,Permit Entire,,110-30,221 STREET,413,QUEENS,-73.73635,40.70647,Scaffold,7/24/2018,,,,,,,7/25/2018,8/28/2018,,7/24/2018,7/25/2018,,A2,"ALTERATION TYPE 3 - CONSTRUCTION EQUIPMENT - SCAFFOLD PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
Q00075744-I1_Scaffold,Q00075744-I1,4442634,Yes,Permit Entire,,30-86,14 STREET,401,QUEENS,-73.93187,40.7689,Scaffold,9/19/2018,,,,,,,9/19/2018,9/19/2018,,9/19/2018,9/19/2018,,A2,"INSTALLATION OF PIPE SCAFFOLD AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY"
Q00076194-I1_Sign,Q00076194-I1,4442969,No,Approved,,43-01,NATIONAL STREET,404,QUEENS,-73.86356,40.74664,Sign,9/5/2018,9/5/2018,9/6/2018,9/6/2018,,,,9/6/2018,,,,,,A2,"NEW OWNER FILE SIGN INSTALLATION TO RESOLVE DOB VIOATION VW 022602CSTF01PM. NO CHANGE TO USE, EGRESS, OR OCCUPANCY."
Q00027309-I1_Curb_Cut,Q00027309-I1,4443103,No,Plan Examiner Review in Process,,66-26,METROPOLITAN AVENUE,405,QUEENS,-73.89158,40.7109,Curb Cut,3/15/2018,3/15/2018,3/16/2018,3/16/2018,3/16/2018,4/9/2018,9/26/2018,,,,,,,A2,"INSTALLATION OF 30 FT WIDE CURB CUT INCLUDING SPLAYS TO SERVICE A PROPOSED LOADING DOCK AS PER THE PLANS FILED HEREWITH."
Q00061889-I1_Fence,Q00061889-I1,4443401,No,Permit Entire,,29-32,168 STREET,407,QUEENS,-73.79732,40.7698,Fence,7/15/2018,7/15/2018,7/16/2018,7/16/2018,7/24/2018,8/9/2018,8/9/2018,8/15/2018,9/20/2018,,,,,A2,"INSTALL TEMP CONSTRUCTION FENCE IN CONJUNCTION WITH ALT421489080"
Q00049093-I1_Scaffold,Q00049093-I1,4443436,Yes,Signed Off,8/29/2018,147-35,38 AVENUE,407,QUEENS,-73.8179,40.76435,Scaffold,5/31/2018,,,,,,,6/1/2018,6/1/2018,,5/31/2018,5/31/2018,,A2,"Supported scaffold installation as per chimney repairs. No change in use, egress or occupancy."
Q00032548-I1_Side_Walk_Shed,Q00032548-I1,4443439,Yes,Permit Entire,,136-25,41 AVENUE,407,QUEENS,-73.82864,40.75897,Side Walk Shed,4/13/2018,,,,,,,4/13/2018,5/14/2018,,4/13/2018,4/13/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
Q00014331-P1_Side_Walk_Shed,Q00014331-P1,4443447,Yes,Approved,,133-36,ROOSEVELT AVENUE,407,QUEENS,-73.83285,40.75795,Side Walk Shed,4/25/2018,,,,,,,4/26/2018,,,4/25/2018,4/26/2018,,A2,"INSTALLATION OF (+/-) 773 L.FT NEW SIDEWALK SHED AS INDICATED ON PLANS. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION."
Q00059602-I1_Side_Walk_Shed,Q00059602-I1,4443492,Yes,Permit Entire,,43-40,UNION STREET,407,QUEENS,-73.82109,40.75357,Side Walk Shed,7/9/2018,,,,,,,7/10/2018,8/2/2018,,7/9/2018,7/9/2018,,A2,"PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS AS PER PLANS. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION. LIVE LOAD 300 PER SQUARE FEET. SIDEWALK SHED SHALL COMPLY WITH CHAPTER # 33 OF THE 2014 CODE."
Q00058827-I1_Side_Walk_Shed,Q00058827-I1,4443725,Yes,Signed Off,9/7/2018,211-35,23 AVENUE,407,QUEENS,-73.78041,40.78131,Side Walk Shed,7/3/2018,,,,,,,7/5/2018,7/5/2018,,7/3/2018,7/3/2018,,A2,"INSTALLATION OF TEMPORARY SIDEWALK SHED AS PER PLANS SUBMITTED. WORK SHALL COMPLY WITH 2014 BUILDING CODES CHAPTER 33. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
Q00052680-I1_Side_Walk_Shed,Q00052680-I1,4443757,Yes,Permit Entire,,23-55,BELL BOULEVARD,407,QUEENS,-73.77401,40.78086,Side Walk Shed,6/12/2018,,,,,,,6/18/2018,6/20/2018,,6/12/2018,6/13/2018,6/18/2018,A2,"INSTALLATION OF SIDEWALK SHED AS PER PLANS. NO CHANGE OF USE, EGRESS OR OCCUPANCY."
Q00052660-I1_Side_Walk_Shed,Q00052660-I1,4443759,Yes,Permit Entire,,23-25,BELL BOULEVARD,407,QUEENS,-73.77487,40.78157,Side Walk Shed,6/12/2018,,,,,,,6/18/2018,6/18/2018,,6/12/2018,6/13/2018,6/18/2018,A2,"INSTALLATION OF SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
Q00023018-I1_Side_Walk_Shed,Q00023018-I1,4443760,Yes,Permit Entire,,23-35,BELL BOULEVARD,407,QUEENS,-73.77487,40.78157,Side Walk Shed,4/13/2018,,,,,,,4/16/2018,4/16/2018,,4/13/2018,4/13/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. LIVE LOAD 300 PSF. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE 2014 CODE NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
Q00046014-I1_Scaffold,Q00046014-I1,4443827,Yes,Permit Entire,,136-58,41 AVENUE,407,QUEENS,-73.82717,40.75883,Scaffold,5/25/2018,,,,,,,5/25/2018,7/31/2018,,5/25/2018,5/25/2018,,A2,"Installation of Pipe Scaffold as per plans."
Q00000812-I1_Sign,Q00000812-I1,4443849,Yes,Permit Entire,,42-21,BELL BOULEVARD,411,QUEENS,-73.7698,40.76207,Sign,10/17/2017,,,,,,,10/18/2017,11/8/2017,,10/17/2017,10/18/2017,,A2,"INSTALLATION OF AN ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NOT WITHIN VIEW OF ARTERIAL HIGHWAY OR PUBLIC PARK 1/2 ACRE OR MORE. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
Q00002477-I1_Sign,Q00002477-I1,4443852,Yes,Permit Entire,,42-01,BELL BOULEVARD,411,QUEENS,-73.77013,40.76259,Sign,12/12/2017,,,,,,,12/12/2017,12/14/2017,,12/12/2017,12/12/2017,,A2,"ERECT (2) ILLUMINATED NON-ADVERTISING WALL SIGNS ON BELL BOULEVARD. NOT WITHIN VIEW OF ARTERIAL HIGHWAY OR PUBLIC PARK 1/2 ACRE OR MORE.  NO CHANGE IN USE, EGRESS OR OCCUPANCY."
Q00077894-I1_Side_Walk_Shed,Q00077894-I1,4443906,Yes,Permit Entire,,42-06,212 STREET,411,QUEENS,-73.77246,40.76159,Side Walk Shed,9/14/2018,,,,,,,9/17/2018,9/17/2018,,9/14/2018,9/14/2018,,A2,"INSTALLATION OF A HEAVY DUTY SIDEWALK SHED APPROXIMATELY 134' LONG AS PER PLANS DURING FACADE AND PARAPET REPLACEMENT. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SIDEWALK SHED TO COMPLY WITH CHAPTER 33 OF NYC BUILDING CODE OF 2014."
Q00018140-I1_Antenna,Q00018140-I1,4444022,No,Permit Entire,,193-15 A,73 AVENUE,408,QUEENS,-73.78102,40.73496,Antenna,5/4/2018,5/4/2018,5/7/2018,5/7/2018,,,,5/7/2018,5/8/2018,,,,,A2,"AT&T - Replacement of existing telecommunications antennas with replacement of RRH units on roof.  All work in compliance with TPPN 5/98.  No change to occupancy, user, or egress."
Q00077500-I1_Fence,Q00077500-I1,4444499,Yes,QA Failed,,211-04,75 AVENUE,411,QUEENS,-73.76117,40.73666,Fence,9/26/2018,,,,,,,,,,9/26/2018,9/26/2018,9/27/2018,A2,"INSTALLATION OF A TEMPORARY CONSTRUCTION FENCE AS PER PLANS FILED HEREWITH."
Q00079156-I1_Side_Walk_Shed,Q00079156-I1,4444504,Yes,Permit Entire,,212-04,75 AVENUE,411,QUEENS,-73.7585,40.73729,Side Walk Shed,9/14/2018,,,,,,,9/15/2018,9/15/2018,,9/14/2018,9/14/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED DURING BUILDING ALTERATION, FILED SEPARATELY. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
Q00070758-I1_Side_Walk_Shed,Q00070758-I1,4444506,Yes,Permit Entire,,213-02,75 AVENUE,411,QUEENS,-73.7585,40.73729,Side Walk Shed,8/14/2018,,,,,,,8/15/2018,8/15/2018,,8/14/2018,8/14/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED DURING BUILDING ALTERATION, FILED SEPARATELY. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
Q00067561-I1_Side_Walk_Shed,Q00067561-I1,4444511,Yes,Permit Entire,,75-36,BELL BOULEVARD,411,QUEENS,-73.7585,40.73729,Side Walk Shed,8/3/2018,,,,,,,8/3/2018,8/3/2018,,8/3/2018,8/3/2018,,A2,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED DURING BUILDING ALTERATION, FILED SEPARATELY. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
Q00040838-I1_Sign,Q00040838-I1,4444999,Yes,Permit Entire,,156-28,NORTHERN BOULEVARD,407,QUEENS,-73.8091,40.76326,Sign,5/8/2018,,,,,,,5/9/2018,5/29/2018,9/20/2018,5/8/2018,5/8/2018,,A2,"NON ILLUMINATED BUSINESS ACCESSORY WALL SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY"
Q00061543-I1_Side_Walk_Shed,Q00061543-I1,4445075,Yes,Permit Entire,,38-47,9 STREET,401,QUEENS,-73.94413,40.75785,Side Walk Shed,7/18/2018,,,,,,,7/19/2018,7/19/2018,,7/18/2018,7/19/2018,,A2,"INSTALLATION OF A HEAVY DUTY SIDEWALK SHED AS PER PLANS IN CONJUNCTION WITH DEMO. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SIDEWALK SHED SHALL COMPLY WITH 2014 NYC BUILDING CODE, CHAPTER 33."
